rank,freq,word,풀이,품사
1167,5,관습화되다,慣習化-,동
1167,5,관장13,灌腸,명
1167,5,관전하다,觀戰-,동
1167,5,관측소,觀測所,명
1167,5,관혼상제,冠婚喪祭,명
1167,5,광원05,鑛員,명
1167,5,괘종시계,掛鐘時計,명
1167,5,괭이02,고양이,명
1167,5,괴나리봇짐,,명
1167,5,괴력,怪力,명
1167,5,교관03,敎官,명
1167,5,교란되다,攪亂-,동
1167,5,교미하다,交尾-,동
1167,5,교습,敎習,명
1167,5,교신하다,交信-,동
1167,5,교육가,敎育家,명
1167,5,교육과,敎育科,명
1167,5,교의04,敎義,명
1167,5,교정07,敎正,명
1167,5,교통경찰,交通警察,명
1167,5,교통정리하다,交通整理-,동
1167,5,교향악,交響樂,명
1167,5,구강기,口腔期,명
1167,5,구금되다,拘禁-,동
1167,5,구기자,枸杞子,명
1167,5,구김살,,명
1167,5,구독하다,購讀-,동
1167,5,구두쇠,,명
1167,5,구배02,勾配,명
1167,5,구비02,具備,명
1167,5,구상되다,構想-,동
1167,5,구성력,構成力,명
1167,5,구세계,舊世界,명
1167,5,구슬리다,,동
1167,5,구습02,舊習,명
1167,5,구애03,拘礙,명
1167,5,구연04,口演,명
1167,5,구정06,舊正,명
1167,5,구타당하다,毆打當-,동
1167,5,구호금,救護金,명
1167,5,국그릇,,명
1167,5,국내외적,國內外的,명
1167,5,국민주,國民株,명
1167,5,국방군,國防軍,명
1167,5,국방력,國防力,명
1167,5,국방비,國防費,명
1167,5,국빈,國賓,명
1167,5,국산품,國産品,명
1167,5,국운,國運,명
1167,5,국유,國有,명
1167,5,국정01,國定,명
1167,5,국정03,國情,명
1167,5,국제어,國際語,명
1167,5,군관,軍官,명
1167,5,군내02,郡內,명
1167,5,군뢰,軍牢,명
1167,5,군무03,群舞,명
1167,5,군소리,,명
1167,5,군수업체,軍需業體,명
1167,5,군자국,君子國,명
1167,5,군졸01,軍卒,명
1167,5,군필자,軍必者,명
1167,5,군항제,軍港祭,명
1167,5,굴복02,屈服,명
1167,5,굴욕감,屈辱感,명
1167,5,굴절률,屈折率,명
1167,5,굼뜨다,,형
1167,5,굽이지다,,동
1167,5,굽이치다,,동
1167,5,궁금01,,명
1167,5,궁내,宮內,명
1167,5,궁하다,窮-,형
1167,5,권07,權,명
1167,5,권고안,勸告案,명
1167,5,권력형,權力型,명
1167,5,권부,權府,명
1167,5,권사02,勸士,명
1167,5,권자01,卷子,명
1167,5,궤80,軌,명
1167,5,귀감01,龜鑑,명
1167,5,귀금속,貴金屬,명
1167,5,귀납적,歸納的,명
1167,5,귀의하다,歸依-,동
1167,5,귀재01,鬼才,명
1167,5,귓구멍,,명
1167,5,규범성,規範性,명
1167,5,규산,硅酸/珪酸,명
1167,5,균일가,均一價,명
1167,5,그네뛰기,,명
1167,5,그따위,,대
1167,5,그딴,,관
1167,5,그래그래,,감
1167,5,그런디,,접
1167,5,그레고리력,Gregory曆,명
1167,5,그려80,,감
1167,5,그룹사,group社,명
1167,5,그리스도,Kristos,명
1167,5,그슬리다01,,동
1167,5,그을다,,동
1167,5,그치만,,접
1167,5,극80,剋,명
1167,5,극단적,極端的,관
1167,5,극단주의,極端主義,명
1167,5,극돌기,極突起,명
1167,5,극성03,極性,명
1167,5,극약,劇藥,명
1167,5,극영화,劇映畫,명
1167,5,근검절약,勤儉節約,명
1167,5,근디80,,접
1167,5,근린공원,近隣公園,명
1167,5,근면성,勤勉性,명
1167,5,근신하다04,謹愼-,동
1167,5,근육질,筋肉質,명
1167,5,근육통,筋肉痛,명
1167,5,근접01,近接,명
1167,5,근질근질하다,,형
1167,5,근친혼,近親婚,명
1167,5,금고06,禁錮,명
1167,5,금당01,金堂,명
1167,5,금리부,金利部,명
1167,5,금반지,金半指,명
1167,5,금발,金髮,명
1167,5,금융가,金融街,명
1167,5,금지당하다,禁止當-,동
1167,5,금테,金-,명
1167,5,급경사,急傾斜,명
1167,5,급브레이크,急brake,명
1167,5,급수02,級數,명
1167,5,급파하다,急派-,동
1167,5,기각05,棄却,명
1167,5,기감80,氣感,명
1167,5,기계화하다,機械化-,동
1167,5,기념사진,記念寫眞,명
1167,5,기념행사,記念行事,명
1167,5,기능인,機能人,명
1167,5,기능직,技能職,명
1167,5,기록물,記錄物,명
1167,5,기본급,基本給,명
1167,5,기본법02,基本法,명
1167,5,기부08,寄附,명
1167,5,기삿거리,記事-,명
1167,5,기생02,寄生,명
1167,5,기약03,旣約,명
1167,5,기업군,企業群,명
1167,5,기장11,機長,명
1167,5,기전80,綺典,명
1167,5,기조실장,基調室長,명
1167,5,기죽이다,氣-,동
1167,5,기중02,其中,명
1167,5,기증자,寄贈者,명
1167,5,기진맥진하다,氣盡脈盡-,동
1167,5,기폭제,起爆劑,명
1167,5,기형적,奇形的,명
1167,5,기회주의,機會主義,명
1167,5,기획국장,企劃局長,명
1167,5,기획되다,企劃-,동
1167,5,기획물,企劃物,명
1167,5,길둥글다,,형
1167,5,길몽,吉夢,명
1167,5,길지,吉地,명
1167,5,길하다,吉-,형
1167,5,김치찌개,,명
1167,5,김칫독,,명
1167,5,까꿍,,감
1167,5,까만색,-色,명
1167,5,까지다01,벗겨지다,동
1167,5,까칠하다,,형
1167,5,깍깍거리다,,동
1167,5,깜빡거리다,,동
1167,5,깜빡이,,명
1167,5,깜빵장,-長,명
1167,5,꺼칠하다,,형
1167,5,꼬나물다,,동
1167,5,꼬부리다,,동
1167,5,꼬불치다,,동
1167,5,꼬장주,‘고쟁이01’의 방언 ,명
1167,5,꼬질꼬질하다,,형
1167,5,꼭두새벽,,명
1167,5,꼴02,풀,명
1167,5,꼼지락거리다,,동
1167,5,꽃나무,,명
1167,5,꽃받침,,명
1167,5,꽝꽝,,부
1167,5,꾐,,명
1167,5,꾸벅하다,,동
1167,5,꿀단지,,명
1167,5,꿇어앉히다,,동
1167,5,꿈자리,,명
1167,5,끌어가다,,동
1167,5,끗발,,명
1167,5,낄낄대다01,낄낄거리다01,동
1167,5,나그넷길,,명
1167,5,나눠지다,,동
1167,5,나대다,,동
1167,5,나란히금,,명
1167,5,나뭇단,,명
1167,5,나부랭이,,명
1167,5,나신,裸身,명
1167,5,나일론,nylon,명
1167,5,나전02,螺鈿,명
1167,5,나절01,,의
1167,5,나태,懶怠,명
1167,5,낙상,落傷,명
1167,5,낙상하다,落傷-,동
1167,5,낙오되다,落伍-,동
1167,5,낙후,落後,명
1167,5,낚시인,-人,명
1167,5,난류04,暖流/煖流,명
1167,5,난맥상,亂脈相,명
1167,5,난사01,亂射,명
1167,5,난타하다,亂打-,동
1167,5,난폭,亂暴,명
1167,5,날개깃,,명
1167,5,날음식,-飮食,명
1167,5,날인,捺印,명
1167,5,남단01,南端,명
1167,5,남작01,男爵,명
1167,5,남편감,男便-,명
1167,5,납세,納稅,명
1167,5,납일02,臘日,명
1167,5,납자,衲子,명
1167,5,납치범,拉致犯,명
1167,5,낭06,郎,명
1167,5,낭만주의자,浪漫主義者,명
1167,5,낯짝,,명
1167,5,내05,내내01,부
1167,5,내담자,內談者,명
1167,5,내벽,內壁,명
1167,5,내뻗다,,동
1167,5,내역서,內譯書,명
1167,5,내오염성,耐汚染性,명
1167,5,내왕,來往,명
1167,5,내용적01,內容的,명
1167,5,내편01,內篇,명
1167,5,냉철히,冷徹-,부
1167,5,냠냠,,부
1167,5,넘겨다보다,,동
1167,5,넝마주이,,명
1167,5,네가티브,negative,명
1167,5,네발,,명
1167,5,년대식,年代式,의
1167,5,노곤하다,勞困-,형
1167,5,노년층,老年層,명
1167,5,노닥거리다,,동
1167,5,노력02,勞力,명
1167,5,노름하다01,,동
1167,5,노무03,勞務,명
1167,5,노역03,勞役,명
1167,5,노인장,老人丈,명
1167,5,노후되다,老朽-,동
1167,5,녹각교,鹿角膠,명
1167,5,녹화장,錄畵場,명
1167,5,녹황색,綠黃色,명
1167,5,논농사,-農事,명
1167,5,논란거리,論難▼-,명
1167,5,논배미,,명
1167,5,논설문,論說文,명
1167,5,논쟁점,論爭點,명
1167,5,논증02,論證,명
1167,5,놀람,,명
1167,5,놀이꾼,,명
1167,5,놀잇감,,명
1167,5,놋그릇,,명
1167,5,농가구,農家口,명
1167,5,농번기,農繁期,명
1167,5,농수산,農水産,명
1167,5,농원,農園,명
1167,5,농작업,農作業,명
1167,5,뇌관,雷管,명
1167,5,뇌성,雷聲,명
1167,5,뇌수03,腦髓,명
1167,5,누락,漏落,명
1167,5,눈깔사탕,-沙糖,명
1167,5,눈물방울,,명
1167,5,눈짓하다,,동
1167,5,눈치껏,,부
1167,5,느그,,대
1167,5,느낌표,-標,명
1167,5,늘그막,,명
1167,5,늙수그레하다,,형
1167,5,능란하다02,能爛-,형
1167,5,니켈,nickel,명
1167,5,님05,,명
1167,5,다다익선,多多益善,명
1167,5,다라이,&일tarai[盥],명
1167,5,다리품,,명
1167,5,다림질,,명
1167,5,다마고치,Tamagotchi,명
1167,5,다수당,多數黨,명
1167,5,다음가다,,동
1167,5,다이내믹하다,dynamic-,형
1167,5,다채널,多channel,명
1167,5,닥나무,,명
1167,5,단02,옷단,명
1167,5,단거리03,短距離,명
1167,5,단기전,短期戰,명
1167,5,단꿈,,명
1167,5,단너삼,-蔘,명
1167,5,단말마,斷末摩,명
1167,5,단명04,短命,명
1167,5,단수04,單數,명
1167,5,단잠01,,명
1167,5,단죄,斷罪,명
1167,5,단편화되다,斷片化-,동
1167,5,단합되다,團合-,동
1167,5,달가워하다,,동
1167,5,닭싸움,,명
1167,5,담담히,淡淡-,부
1167,5,담력,膽力,명
1167,5,담뱃재,,명
1167,5,담지하다,擔持-,동
1167,5,담채01,淡彩,명
1167,5,답지하다,遝至-,동
1167,5,당권02,黨權,명
1167,5,당상관,堂上官,명
1167,5,당연지사,當然之事,명
1167,5,당좌01,當座,명
1167,5,당질02,糖質,명
1167,5,당파02,黨派,명
1167,5,당파적,黨派的,관
1167,5,당헌02,黨憲,명
1167,5,대가람,大伽藍,명
1167,5,대가성,代價性,명
1167,5,대궁02,,명
1167,5,대내03,對內,명
1167,5,대내외적,對內外的,명
1167,5,대롱대롱,,부
1167,5,대망06,待望,명
1167,5,대못02,大-,명
1167,5,대문짝만하다,大門-,형
1167,5,대물림,代-,명
1167,5,대비하다03,對比-,동
1167,5,대성당,大聖堂,명
1167,5,대승02,大乘,명
1167,5,대어01,大魚,명
1167,5,대여하다,貸與-,동
1167,5,대용품,代用品,명
1167,5,대위기,大危機,명
1167,5,대응시키다,對應-,동
1167,5,대잔치,大-,명
1167,5,대장상,大將相,명
1167,5,대제학,大提學,명
1167,5,대졸자,大卒者,명
1167,5,대좌02,對坐,명
1167,5,대주교,大主敎,명
1167,5,대중음악인,大衆音樂人,명
1167,5,대중화하다,大衆化-,동
1167,5,대지진,大地震,명
1167,5,대차08,貸借,명
1167,5,대청마루,大廳-,명
1167,5,대치되다02,對峙-,동
1167,5,대치시키다,對峙-,동
1167,5,대피령,待避令,명
1167,5,대학자,大學者,명
1167,5,대항전02,對抗戰,명
1167,5,대행업체,代行業體,명
1167,5,대화자,對話者,명
1167,5,대화형,對話型,명
1167,5,댓,,관
1167,5,더더군다나,,부
1167,5,덕업,德業,명
1167,5,덕행,德行,명
1167,5,덜떨어지다,,형
1167,5,덜렁거리다,,동
1167,5,덜컹01,～ 내려앉다,부
1167,5,덜컹02,덜커덩,부
1167,5,덧나다01,,동
1167,5,덧대다,,동
1167,5,덩더꿍,,부
1167,5,데굴데굴,,부
1167,5,도14,&이do,명
1167,5,도금02,鍍金,명
1167,5,도급02,都給,명
1167,5,도단80,トタン,명
1167,5,도덕률,道德律,명
1167,5,도라지꽃,,명
1167,5,도래하다02,渡來-,동
1167,5,도량형,度量衡,명
1167,5,도료,塗料,명
1167,5,도리깨,,명
1167,5,도립02,道立,명
1167,5,도매인,都賣人,명
1167,5,도모05,圖謀,명
1167,5,도박장02,賭博場,명
1167,5,도산하다02,倒産-,동
1167,5,도상04,道上/途上,명
1167,5,도시민,都市民,명
1167,5,도시하다03,圖示-,동
1167,5,도시혈,-穴,명
1167,5,도예가,陶藝家,명
1167,5,도용하다,盜用-,동
1167,5,도움닫기,,명
1167,5,도전적,挑戰的,관
1167,5,도축01,屠畜,명
1167,5,도취하다02,陶醉-,동
1167,5,도탄,塗炭,명
1167,5,도포04,道袍,명
1167,5,독경03,讀經,명
1167,5,독단적,獨斷的,명
1167,5,독대하다,獨對-,동
1167,5,독본,讀本,명
1167,5,독살01,毒殺,명
1167,5,독서실,讀書室,명
1167,5,독자층,讀者層,명
1167,5,독지가,篤志家,명
1167,5,돈세탁,-洗濯,명
1167,5,돋보기안경,-眼鏡,명
1167,5,돌날식,,명
1167,5,돌덧널무덤,,명
1167,5,돌부리,,명
1167,5,돌솥,,명
1167,5,돌연히,突然-,부
1167,5,동거인,同居人,명
1167,5,동궁마마,東宮媽媽,명
1167,5,동남01,東南,명
1167,5,동년01,同年,명
1167,5,동댕이치다,,동
1167,5,동맥성,動脈性,명
1167,5,동물학,動物學,명
1167,5,동물학자,動物學者,명
1167,5,동상10,銅賞,명
1167,5,동수01,同數,명
1167,5,동양권,東洋圈,명
1167,5,동양화가,東洋畵家,명
1167,5,동장02,洞長,명
1167,5,동조자,同調者,명
1167,5,동종02,同種,명
1167,5,동지애,同志愛,명
1167,5,동지회,同志會,명
1167,5,동질감,同質感,명
1167,5,동통,疼痛,명
1167,5,돼먹다,,동
1167,5,됨됨이,,명
1167,5,됫박이마,,명
1167,5,두다80,‘주다’의 방언,보
1167,5,두드러기,,명
1167,5,두런거리다,,동
1167,5,두령,頭領,명
1167,5,두루치기02,,명
1167,5,두엄,,명
1167,5,두터이01,,부
1167,5,둔갑,遁甲,명
1167,5,둥실01,,부
1167,5,뒤뚱거리다,,동
1167,5,뒤집어엎다,,동
1167,5,뒤척,,부
1167,5,뒤치다,,동
1167,5,뒤판02,-板,명
1167,5,뒷마당,,명
1167,5,뒷바라지하다,,동
1167,5,뒷발,,명
1167,5,뒷심01,,명
1167,5,드르렁,,부
1167,5,득세,得勢,명
1167,5,득점력,得點力,명
1167,5,득점포,得點砲,명
1167,5,득표수,得票數,명
1167,5,들깨,,명
1167,5,들독,,명
1167,5,들락날락하다,,동
1167,5,들먹거리다,,동
1167,5,들추어내다,,동
1167,5,들춰내다,,동
1167,5,등가03,等價,명
1167,5,등사04,謄寫,명
1167,5,등쌀,,명
1167,5,등판01,,명
1167,5,디리다80,,동
1167,5,디피아이,DPI,의
1167,5,따듯하다,,형
1167,5,딱딱03,바라진 모양,부
1167,5,딱정벌레,,명
1167,5,딴은,,부
1167,5,딸기술01,,명
1167,5,딸꾹질,,명
1167,5,땅딸막하다,,형
1167,5,때려내기,,명
1167,5,때려잡다,,동
1167,5,때려죽이다,,동
1167,5,땜질,,명
1167,5,땜통,,명
1167,5,땡02,,부
1167,5,땡땡이치다,,동
1167,5,떠먹이다,,동
1167,5,떠안다,,동
1167,5,떼죽음,,명
1167,5,똑바르다,,형
1167,5,뚜02,뱃고동 소리,부
1167,5,뜨끔거리다,,동
1167,5,뜨뜻하다,,형
1167,5,라이거,liger,명
1167,5,랑그,&프langue,명
1167,5,레버,lever,명
1167,5,레인코트,raincoat,명
1167,5,령05,齡,의
1167,5,로고04,logo,명
1167,5,로망스,&프romance,명
1167,5,로스케,&러Ruskii,명
1167,5,롱80,long,명
1167,5,루트01,root,명
1167,5,룸미러,room mirror,명
1167,5,룸펜,&독Lumpen,명
1167,5,리모넨,limonene,명
1167,5,리베이트,rebate,명
1167,5,리뷰,review,명
1167,5,리셉션,reception,명
1167,5,리스01,lease,명
1167,5,마08,麻,명
1167,5,마감일,-日,명
1167,5,마뜩찮다,,형
1167,5,마력01,馬力,의
1167,5,마르멜로,marmelo,명
1167,5,마르크화,&독Mark貨,명
1167,5,마른기침,,명
1167,5,마멀레이드,marmalade,명
1167,5,마모02,磨耗,명
1167,5,마수05,魔手,명
1167,5,마스코트,mascot,명
1167,5,마요네즈,&프mayonnaise ,명
1167,5,마이크로미터,micrometer,의
1167,5,마카로니웨스턴,▽&이 macaroni&영western,명
1167,5,마흔다섯,,관
1167,5,마흔아홉,,관
1167,5,막간,幕間,명
1167,5,막차01,-車,명
1167,5,만료,滿了,명
1167,5,만만하다02,滿滿-,형
1167,5,만면,滿面,명
1167,5,만우절,萬愚節,명
1167,5,만취03,漫醉/滿醉,명
1167,5,만평,漫評,명
1167,5,만홧가게,漫畵-,명
1167,5,만회,挽回,명
1167,5,말라비틀어지다,,동
1167,5,말석,末席,명
1167,5,말소02,抹消,명
1167,5,말솜씨,,명
1167,5,말초적,末梢的,명
1167,5,맙소사,,감
1167,5,망06,望,명
1167,5,망간03,&독Mangan,명
1167,5,망년회,忘年會,명
1167,5,망망대해,茫茫大海,명
1167,5,망연하다,茫然-,형
1167,5,망치질,,명
1167,5,망태02,網-,명
1167,5,망토,&프manteau,명
1167,5,매각되다,賣却-,동
1167,5,매도04,賣渡,명
1167,5,매부,妹夫,명
1167,5,매부리코,,명
1167,5,매상04,賣上,명
1167,5,매장하다01,埋葬-,동
1167,5,매점01,買占,명
1167,5,매표02,賣票,명
1167,5,매표구,賣票口,명
1167,5,매회,每回,부
1167,5,맨바닥,,명
1167,5,맨정신,-精神,명
1167,5,맨틀02,mantle,명
1167,5,맹글다,,동
1167,5,맹세코,盟誓▼-,부
1167,5,맹신,盲信,명
1167,5,맹아03,萌芽,명
1167,5,맹종하다,盲從-,동
1167,5,머리띠,,명
1167,5,먹먹하다,,형
1167,5,먹스,MUX,명
1167,5,먹통01,,명
1167,5,먼발치,,명
1167,5,멀뚱멀뚱01,,부
1167,5,멀리건,mulligan,명
1167,5,멀쩡히,,부
1167,5,멀티,multi,명
1167,5,멈칫거리다,,동
1167,5,멋스럽다,,형
1167,5,메리트,merit,명
1167,5,멱01,～을 따다,명
1167,5,면담하다,面談-,동
1167,5,면세점01,免稅店,명
1167,5,면역성,免疫性,명
1167,5,면포02,綿布,명
1167,5,면화03,綿花,명
1167,5,멸망당하다,滅亡當-,동
1167,5,멸종되다,滅種-,동
1167,5,명기하다01,明記-,동
1167,5,명년,明年,명
1167,5,명랑01,明朗,명
1167,5,명산01,名山,명
1167,5,명약관화하다,明若觀火-,형
1167,5,명주06,明紬,명
1167,5,명필,名筆,명
1167,5,명혈,明穴,명
1167,5,몇십만,,관
1167,5,모개03,,명
1167,5,모깃불,,명
1167,5,모데라토,&이moderato,명
1167,5,모래사장,-沙場,명
1167,5,모르타르,mortar,명
1167,5,모세포,母細胞,명
1167,5,모심기,,명
1167,5,모욕하다,侮辱-,동
1167,5,모의04,謀議,명
1167,5,모의하다02,謀議-,동
1167,5,모정02,母情,명
1167,5,모종01,-種,명
1167,5,목기04,木器,명
1167,5,목마르다,,동
1167,5,목석,木石,명
1167,5,목울대,,명
1167,5,목적론,目的論,명
1167,5,목청껏,,부
1167,5,몰수당하다,沒收當-,동
1167,5,몰입,沒入,명
1167,5,몸조심하다,­操心-,동
1167,5,몸피,,명
1167,5,못02,～이 박이다,명
1167,5,묘비01,墓碑,명
1167,5,무급02,無給,명
1167,5,무기고,武器庫,명
1167,5,무기력증,無氣力症,명
1167,5,무기명,無記名,명
1167,5,무남독녀,無男獨女,명
1167,5,무던하다,,형
1167,5,무뎌지다,,동
1167,5,무도회,舞蹈會,명
1167,5,무동02,舞童,명
1167,5,무력화,無力化,명
1167,5,무명천,,명
1167,5,무사고,無事故,명
1167,5,무산06,霧散,명
1167,5,무상07,無常,명
1167,5,무성04,無聲,명
1167,5,무소유,無所有,명
1167,5,무스02,&프mousse,명
1167,5,무신론,無神論,명
1167,5,무오사화,戊午士禍/戊午史 禍,명
1167,5,무익하다,無益-,형
1167,5,무임승차,無賃乘車,명
1167,5,무장되다,武裝-,동
1167,5,무적04,霧笛,명
1167,5,무전여행,無錢旅行,명
1167,5,무제05,無題,명
1167,5,무지하다03,無智-,형
1167,5,무치다,,동
1167,5,무협지,武俠誌,명
1167,5,묵01,,명
1167,5,묵묵부답,默默不答,명
1167,5,묵비권,默祕權,명
1167,5,묵시적,默示的,관
1167,5,묵어가다,,동
1167,5,문단속,門團束,명
1167,5,문둥병,-病,명
1167,5,문묘,文廟,명
1167,5,문무01,文武,명
1167,5,문민화,文民化,명
1167,5,문상객,問喪客,명
1167,5,문제지,問題紙,명
1167,5,문학계,文學界,명
1167,5,문화부,文化部,명
1167,5,물레방아,,명
1167,5,물안경,-眼鏡,명
1167,5,물음표,-標,명
1167,5,물질성80,物質性,명
1167,5,물형,物形,명
1167,5,뭇사람,,명
1167,5,뭉뚱그리다,,동
1167,5,미공개,未公開,명
1167,5,미구03,未久,명
1167,5,미끄럼,,명
1167,5,미덥다,,형
1167,5,미명01,未明,명
1167,5,미상01,未詳,명
1167,5,미성숙,未成熟,명
1167,5,미숙아,未熟兒,명
1167,5,미술반,美術班,명
1167,5,미스02,miss,명
1167,5,미식축구,美式蹴球,명
1167,5,미운털,,명
1167,5,미풍01,美風,명
1167,5,미학과,美學科,명
1167,5,미행하다01,尾行-,동
1167,5,미혹,迷惑,명
1167,5,미혹하다,迷惑-,동
1167,5,민간전승,民間傳承,명
1167,5,민속학자,民俗學者,명
1167,5,민주성,民主性,명
1167,5,민중가요,民衆歌謠,명
1167,5,밀렵,密獵,명
1167,5,밀렵꾼,密獵-,명
1167,5,밀집되다,密集-,동
1167,5,밀착하다,密着-,동
1167,5,밀회,密會,명
1167,5,바늘귀,,명
1167,5,바니시,varnish,명
1167,5,바다낚시,,명
1167,5,바다사자,-獅子,명
1167,5,바닷게,,명
1167,5,바들바들,,부
1167,5,바락바락,,부
1167,5,바람피우다,,동
1167,5,바른생활,-生活,명
1167,5,바바리코트,Burberrycoat,명
1167,5,바비큐,barbecue,명
1167,5,바작바작,,부
1167,5,바짝바짝,,부
1167,5,박애,博愛,명
1167,5,박출량,搏出量,명
1167,5,반공주의,反共主義,명
1167,5,반독재,反獨裁,명
1167,5,반려되다,返戾-,동
1167,5,반려하다03,返戾-,동
1167,5,반만년,半萬年,명
1167,5,반문화,反文化,명
1167,5,반사회적,反社會的,관
1167,5,반성문,反省文,명
1167,5,반영구적,半永久的,명
1167,5,반영론,反映論,명
1167,5,반외세,反外勢,명
1167,5,반의식,半意識,명
1167,5,반입되다,搬入-,동
1167,5,반질반질,,부
1167,5,반창고,絆創膏,명
1167,5,반코트,半coat,명
1167,5,반평생,半平生,명
1167,5,반포하다02,頒布-,동
1167,5,반핵01,反核,명
1167,5,받아쓰기,,명
1167,5,발07,길이의 단위,의
1167,5,발군01,拔群,명
1167,5,발꿈치,,명
1167,5,발달사,發達史,명
1167,5,발레리나,&이ballerina,명
1167,5,발부01,發付,명
1167,5,발악하다,發惡-,동
1167,5,발암성,發癌性,명
1167,5,발의02,發議,명
1167,5,발자욱,,명
1167,5,발전사,發展史,명
1167,5,발전하다02,發電-,동
1167,5,발제자,發題者,명
1167,5,발주일,發注日,명
1167,5,발탁하다,拔擢-,동
1167,5,발호02,跋扈,명
1167,5,발효되다02,醱酵-,동
1167,5,밤사이,,명
1167,5,밤이슬,,명
1167,5,밥줄,,명
1167,5,밥풀,,명
1167,5,방갈로,bungalow,명
1167,5,방류,放流,명
1167,5,방문단,訪問團,명
1167,5,방방곡곡,坊坊曲曲,명
1167,5,방북하다,訪北-,동
1167,5,방비02,防備,명
1167,5,방수04,防水,명
1167,5,방아깨비,,명
1167,5,방앗간,-間,명
1167,5,방어적,防禦的,명
1167,5,방주01,方舟,명
1167,5,방충,防蟲,명
1167,5,방탄유리,防彈琉璃,명
1167,5,방패연,防牌鳶,명
1167,5,배08,胚,명
1167,5,배급망,配給網,명
1167,5,배급제,配給制,명
1167,5,배꽃,,명
1167,5,배뇨,排尿,명
1167,5,배달꾼,配達-,명
1167,5,배수로,排水路,명
1167,5,배심원,陪審員,명
1167,5,배어나다,,동
1167,5,배중률,排中律,명
1167,5,배지느러미,,명
1167,5,배출량,排出量,명
1167,5,배타주의,排他主義,명
1167,5,백설01,白雪,명
1167,5,백수01,白手,명
1167,5,백수03,白首,명
1167,5,백육십칠,,수
1167,5,백지화,白紙化,명
1167,5,백출01,白朮,명
1167,5,백칠십,,관
1167,5,백혈구,白血球,명
1167,5,밴,VAN,명
1167,5,밴80,van,명
1167,5,뱃멀미,,명
1167,5,뱃사공,-沙工,명
1167,5,뱅킹80,banking,명
1167,5,버러지,,명
1167,5,버르장머리,,명
1167,5,벅구,,명
1167,5,번민하다,煩悶-,동
1167,5,번번히,,부
1167,5,번식시키다,繁殖-,동
1167,5,번지르르하다,,형
1167,5,벌하다,,동
1167,5,범퍼,bumper,명
1167,5,법률가,法律家,명
1167,5,법리02,法理,명
1167,5,법무01,法務,명
1167,5,법신,法身,명
1167,5,법인체,法人體,명
1167,5,법정주의,法庭主義,명
1167,5,법제화,法制化,명
1167,5,법체계,法體系,명
1167,5,벗어부치다,,동
1167,5,베이스01,base,명
1167,5,벼락부자,-富者,명
1167,5,벼룩,,명
1167,5,벽력,霹靂,명
1167,5,벽체01,壁體,명
1167,5,변10,辯/辨,명
1167,5,변경02,邊境,명
1167,5,변론권,辯論權,명
1167,5,변이되다,變移-,동
1167,5,변호02,辯護,명
1167,5,변화구,變化球,명
1167,5,별거하다,別居-,동
1167,5,별세01,別世,명
1167,5,병간04,屛間,명
1167,5,병간호,病看護,명
1167,5,병고04,病苦,명
1167,5,병나다,病-,동
1167,5,병리학,病理學,명
1167,5,병정01,兵丁,명
1167,5,병증,病症,명
1167,5,병진04,竝進,명
1167,5,보관소,保管所,명
1167,5,보궐01,補闕,명
1167,5,보급선01,補給船,명
1167,5,보급하다02,補給-,동
1167,5,보기11,bogey,명
1167,5,보도국,報道局,명
1167,5,보디가드,bodyguard,명
1167,5,보복성,報復性,명
1167,5,보아03,boa,명
1167,5,보안과장,保安課長,명
1167,5,보완적,補完的,명
1167,5,보유율,保有率,명
1167,5,보조기,補助機,명
1167,5,보조자,補助者,명
1167,5,보편화,普遍化,명
1167,5,보필하다02,輔弼-,동
1167,5,보험업,保險業,명
1167,5,보험업계,保險業界,명
1167,5,복고풍,復古風,명
1167,5,복권되다,復權-,동
1167,5,복날,伏-,명
1167,5,복병01,伏兵,명
1167,5,복서80,boxer,명
1167,5,복수05,腹水,명
1167,5,복스럽다,福-,형
1167,5,복역02,服役,명
1167,5,복용시키다,服用-,동
1167,5,복창02,復唱,명
1167,5,복합화,複合化,명
1167,5,본보01,本報,명
1167,5,본산,本山,명
1167,5,본산대,本山臺,명
1167,5,본원01,本院,명
1167,5,볼04,ball,명
1167,5,볼07,bowl,명
1167,5,볼우물,,명
1167,5,볼트02,volt,의
1167,5,볼티지,voltage,의
1167,5,봄맞이01,,명
1167,5,봄빛,,명
1167,5,봉건적,封建的,명
1167,5,봉사회,奉仕會,명
1167,5,봉안하다,奉安-,동
1167,5,봉환하다01,奉還-,동
1167,5,부각하다01,浮刻-,동
1167,5,부교수,副敎授,명
1167,5,부귀02,富貴,명
1167,5,부녀01,父女,명
1167,5,부농,富農,명
1167,5,부대시설,附帶施設,명
1167,5,부도나다,不渡-,동
1167,5,부도덕,不道德,명
1167,5,부동자세,不動姿勢,명
1167,5,부락민,部落民,명
1167,5,부러,,부
1167,5,부리부리하다,,형
1167,5,부마04,駙馬,명
1167,5,부상되다,浮上-,동
1167,5,부속물,附屬物,명
1167,5,부수적,附隨的,관
1167,5,부식09,腐蝕,명
1167,5,부아01,허파,명
1167,5,부유01,浮遊/浮游,명
1167,5,부이04,buoy,명
1167,5,부적응,不適應,명
1167,5,부정사,不定詞,명
1167,5,부조04,扶助,명
1167,5,부조05,浮彫,명
1167,5,부츠,boots,명
1167,5,부호05,富豪,명
1167,5,부화03,富化,명
1167,5,북문,北門,명
